"","153.3946611","157.6784004","1.240257312","1531.07868","36.3849893","51.84180286","739.8597696","294.718553","48.39169621","94.0360401","24.88732967","0.033540876","2.51599868","0.088277641","85.5347769","40.56207641","50.7871015","7.433118134","NA","Central African Republic","101.8708595","110.3208614","0.114703529","57.69855127","18.09518666","32.17842582","79.64329248","201.8263879","31.53448393","66.27542347","16.68973656","0.022492906","0.600497871","0.006989412","5.038615332","12.49690772","32.86401924","5.440417413"
"Chad","25.53080365","24.30748966","7.958419977","498.8251203","55.5260218","104.0432112","355.3424858","128.9299395","38.71899656","184.5322351","30.00237925","0","1.308042926","0.210070377","26.09359901","38.9571587","70.35160826","6.598379237",NA,"Chad","16.79256351","17.36522486","4.505628103","22.06622733","10.76640321","25.01652837","127.011849","63.19111789","14.72768946","81.91305667","12.46517235","0","0.342275599","0.022662727","1.816853355","13.91929926","38.59476416","4.912421977"
"China","293.7897921","1166.611922","444.9575479","288.1811714","21.75169972","31.57617474","935.959907","4.969645015","9.616667815","206.8729068","76.22085011","48.3957259","108.702167","2.989346011","434.5806714","86.85305726","76.05998278","9.881814763",NA,"China","236.46476","954.6530133","35.77554369","13.92069738","13.6510673","20.2343599","115.7546069","3.248551258","6.046704903","152.4935939","54.8276931","34.81233813","27.8953462","0.151260343","27.82793267","2.833880213","49.57403874","9.871823765"
"Colombia","285.6832274","197.5484447","567.9046938","110.3867347","26.69206889","5.673638943","325.2727112","100.4016848","94.3321916","114.0172512","21.76572716","0.947756889","43.14717534","1.689337325","11.85603692","267.12054","346.0903287","2.863081661",NA,"Colombia","228.041815","158.2918267","47.77977092","80.74924973","19.52296025","0.663335773","233.2075779","3.862510976","54.3664522","92.5528417","15.28521028","0.665572219","32.24435778","0.856414721","6.950585989","146.0038826","264.9340399","2.825280049"
"Congo","106.4016564","117.9207732","5.273265712","55.87649645","8.839986652","11.06175175","961.1150548","123.460383","20.1929054","119.3563124","91.25379121","0.346852696","1.155136803","0.323378207","10.66414965","196.4749293","3.493862483","5.503084263",NA,"Congo","84.4709339","99.63246511","3.079550932","37.87033852","6.611642324","6.011564491","703.9961088","50.83504723","8.30666885","93.23760806","69.11501652","0.262703933","0.843300995","0.111961614","5.444814247","5.078083421","2.694674436","4.284180262"
"Cote d'Ivoire","31.04534108","122.0354774","2.151336713","3615.991086","9.410802128","17.30886159","921.0567271","35.69850218","3.527513535","51.36749873","88.67844547","0.363734395","9.40034378","0.329347478","8.921269868","54.26571854","3.775981075","10.52787239",NA,"Cote d'Ivoire","23.00960725","95.79377721","1.562643858","164.2756207","3.833953896","10.93097599","361.2244999","25.0036203","0.88546761","33.75067735","49.90143651","0.204681856","2.469293358","0.029887091","0.630905125","19.56744512","2.535889659","8.500662625"
"Croatia","262.792846","848.6511076","357.8771329","4.941023359","5.35204447","22.3702858","692.7048366","232.498413","85.76263665","173.3440397","68.57293115","20.78972153","40.19985545","13.96037907","69.49728946","259.1570902","982.0466096","7.620136054",NA,"Croatia","187.1384698","820.0594847","35.17053386","0.234565001","0.816089485","4.099084735","82.00983198","16.01873747","45.67507065","154.0585243","23.31274853","7.067884395","10.36728332","1.076994288","4.728638901","77.66784539","357.438493","7.480453714"
"Cuba","459.9648082","715.1390152","122.8153308","1205.861752","259.7544913","3.933941188","1139.933947","185.7294423","105.9113586","179.9504504","33.58049738","4.03230382","55.03425873","2.511011877","178.6709554","204.5977199","479.5810187","5.749488279",NA,"Cuba","151.6419622","211.0170532","10.26932571","57.2323602","14.25801574","0.21349182","137.7989064","7.789583997","6.637107042","115.4186778","6.127849421","0.735824438","14.13900358","0.150643873","11.79796349","92.46555021","119.1919534","5.687949522"
"Denmark","203.1753125","339.6207368","187.8743527","0.302946889","12.45380677","13.58396979","146.0467847","266.4723933","326.5324096","222.6228356","123.3969936","54.13201448","89.27762053","107.2479384","91.48117211","212.6067419","1396.630412","7.369099884",NA,"Denmark","138.782657","246.7062697","128.9701055","0.01208311","0.62819304","6.766104537","56.26813075","174.8704461","20.70322364","130.6808367","22.10121412","9.695400251","22.01127625","7.37224704","5.739436783","92.53943986","341.3590326","7.259282047"
"Djibouti","99.64926007","248.4483791","65.85655707","0","52.27956083","2.116568338","443.1853042","149.9866457","11.2224359","51.49800116","17.36538247","0.38504174","9.641015546","0.699335531","15.32623021","191.2806902","71.67916144","5.907515715",NA,"Djibouti","66.37989742","192.3681055","31.04696158","0","24.95298215","0.903151675","178.2721504","79.7734362","6.464854534","35.37849259","8.982965159","0.199178828","4.951711028","0.346283501","7.333551937","58.31788661","46.71432779","4.560873639"
"Dominica","1376.064853","500.5610653","100.7848962","1100.630528","59.56171024","13.09799297","383.5828844","82.28742531","266.955219","175.7012405","179.082232","3.875954397","19.48597535","0.816891196","322.1570542","287.4653048","373.259877","7.111743113",NA,"Dominica","842.0746773","324.3523618","8.571730231","53.50731677","3.329448206","0.747263311","45.74872056","3.464029199","10.43593783","98.08489378","33.18238297","0.718180703","5.100567053","0.050428028","21.89113699","107.9907058","94.05704115","6.197862209"
"Dominican Republic","873.2490901","309.5439102","102.4539745","242.3288849","31.80714577","7.165752688","229.6622458","29.59792525","206.1004381","116.780229","24.67044285","2.817607019","33.95671445","2.288701026","128.7042231","191.3565319","265.3540601","5.385607366",NA,"Dominican Republic","688.1328301","242.9596967","8.497367764","174.8135702","23.20138315","0.382055057","165.5106088","0.978415379","12.17545051","90.47640478","17.13656451","1.957164074","25.07513835","1.138439616","47.80037235","65.01313244","201.7697271","5.286025112"
"Egypt","428.8135372","510.4953109","305.719034","9.37547922","16.36733573","20.33957307","483.0818954","986.6815854","154.7586003","77.15201737","83.14630243","1.615451554","10.13735972","5.565733747","90.14869237","147.74464","96.59302039","11.78020961",NA,"Egypt","328.9483818","400.8722457","26.60188353","6.86107069","11.39671791","1.193063016","351.352606","39.58899274","6.55269392","62.51837923","57.41247495","1.115468387","7.459404223","2.842535588","6.270499214","27.49962601","74.30468533","3.847051473"
"Ethiopia","27.01696215","175.2110396","24.02850335","56.64966695","75.68102158","5.894125279","485.720619","10.25005061","1.189623475","24.98998475","1.709631043","0","1.270585395","0.462247484","70.8633593","28.45117211","89.84138557","11.64684806",NA,"Ethiopia","21.02058219","140.9979631","15.03889198","31.50634135","52.75045412","3.521645189","331.4977647","6.108636554","0.744286533","19.4574522","1.231658933","0","0.854422089","0.318824547","37.75330169","24.33784224","65.14260936","9.915673816"
"France","255.6282776","303.4037801","149.355091","1.528924201","6.111835115","16.89487041","366.6869999","79.5955389","104.5517936","159.5616915","73.16259968","30.3394991","37.68540317","36.83387177","78.76310222","162.2372572","894.4206232","7.29732457",NA,"France","200.4164411","250.107102","121.7237195","0.902544605","4.204679682","11.80957942","250.7271423","62.46159114","81.62596741","128.2772591","57.00547218","23.63936601","28.13077846","29.69543915","55.94691518","59.1379501","272.8016113","7.287247771"
"Gabon","90.06369502","183.4679803","12.51747339","2425.792088","0.705758722","58.90237417","1204.278065","41.7747227","127.0511175","158.0889455","199.1687344","1.800319996","4.864934612","3.06392963","18.80621783","60.69370922","27.85812769","2.877046273",NA,"Gabon","59.55007746","128.302628","1.047855296","113.9617867","0.272694307","23.68205845","147.9072021","22.8884461","54.27658833","87.33455243","35.59761473","0.321772882","1.394320692","0.183166068","1.234095274","30.95106258","13.51346359","2.039372956"
"Germany","238.5389242","274.2919468","178.2554211","0.194625306","5.687148959","16.63102451","267.2000417","80.72709238","147.9373571","109.0273761","34.55287405","4.701913031","41.33427922","41.13532414","25.61887264","166.1491239","592.6132883","6.376466999",NA,"Germany","190.2825203","228.1209902","145.8848891","0.138473851","4.235903466","11.930253","197.1500173","63.78431229","110.4427261","89.80007569","27.11529854","3.689816811","31.73240683","29.9253403","17.34888764","81.39008838","372.6063703","6.355330602"
"Ghana","201.3041173","196.7185852","0.393740153","987.4351172","21.80017221","26.48707053","921.5972774","104.454614","9.110080414","42.49937218","78.03516556","0.062006488","3.173870564","0.185591159","26.3653614","56.21557191","6.324442479","5.748022444",NA,"Ghana","160.1802451","165.1819716","0.321855175","702.7249142","15.48378776","20.35418432","662.4675784","84.25518368","7.175180288","34.76078604","60.94298051","0.048425094","2.362231702","0.145285979","17.49327566","19.49379802","4.907215606","5.163253674"
"Greece","396.7441885","555.9316709","201.6206241","9.596399887","17.48799931","54.39097943","229.6663908","287.344534","20.26843863","279.9118912","48.84313245","21.1784969","53.52286923","24.04632181","285.4131764","155.0894281","890.5553839","4.429172285",NA,"Greece","286.0022785","414.0737267","114.9477254","0.414832767","9.746047795","32.66767564","81.400098","136.4412944","11.62638774","171.0929017","28.31059399","12.27554002","13.75797739","1.871470338","19.36555597","43.99792006","493.6083491","4.34078131"
