Figure S5a,,,,,,,,,,,,,,,,,,,,Figure S5b,,,,,,,,,,,,,,,,,,
Lesotho,48.06312727,80.9307159,171.6870009,3.503255502,12.16859247,2.944403172,351.3205079,133.7095894,47.4027568,56.77644179,9.775029722,0.092800915,1.533217019,0.096185481,73.73979448,105.0035404,176.8281586,6.653766822,,Lesotho,38.33996075,67.30782754,140.5092699,2.492529324,9.06341356,2.112165414,259.2171909,105.6469885,35.38855761,46.76374829,7.670934948,0.072825332,1.177053698,0.069973516,49.93597598,51.43721035,111.1809331,6.033848295
Luxembourg,317.3204792,331.1952843,304.5518722,22.04894378,8.238339685,25.51300111,670.0382675,224.9486064,153.8741443,212.1403731,112.4255355,47.67572279,92.65610207,126.695898,70.40396355,660.354385,476.4987076,8.086813046,,Luxembourg,181.293041,205.5172917,29.59564883,0.883239296,0.740701832,3.022670325,97.04547148,9.745188042,53.18193668,67.37196788,32.70189744,13.86772667,22.73712816,11.71979278,4.42795627,256.4672841,142.4617267,7.712098891
Madagascar,160.9862647,69.56591585,19.20992152,291.5863802,32.67450379,1.67366963,671.6306238,30.38287713,37.50534622,41.05277078,20.93282333,6.666504247,3.373209844,0.103321713,176.5576533,30.86043227,112.8647291,5.360537186,,Madagascar,109.9646472,50.53386245,13.18703468,11.62999341,1.648162383,0.833646118,258.7622853,19.93852801,2.37796172,24.09820368,3.749206501,1.194014809,0.831660312,0.007102357,11.07704969,13.43234505,27.58596292,4.20951418
Malawi,501.0708285,281.3459408,152.9685337,813.2221904,67.85784605,5.684230378,875.9894522,249.4672833,50.226157,52.82537313,42.64367397,0,5.732624511,0,25.08245796,46.52209576,36.86018904,7.803432734,,Malawi,361.2085641,209.554462,87.21024985,35.15393431,37.81712243,3.413996148,310.4748022,118.4558431,28.81074298,32.28889753,24.71724641,0,1.473562975,0,1.701868672,13.19803339,20.43050594,4.249470675
Malaysia,154.6446888,216.5352884,147.4424136,3.024250869,9.770270163,9.347664964,477.5622534,24.9273538,93.64962788,100.3472762,162.6601363,28.94571376,58.79973281,9.882885274,259.0432993,231.0615075,18.22715076,6.983093135,,Malaysia,120.8047793,176.4524757,11.73826069,1.844463038,6.713783701,5.238605657,159.5399663,0.926947825,49.56759404,69.47625146,108.499663,19.30774349,40.22547198,0.484061737,15.9931931,79.11864119,10.44858695,6.841776931
Mali,206.9788899,350.0764778,66.19330313,68.53258054,32.96376925,87.5245507,408.9877407,511.3689668,83.71718952,58.01351152,29.5848737,0.131051489,1.49996765,0.077583086,14.28795898,52.96394808,136.7755867,13.7154573,,Mali,163.1023392,274.7735363,5.489966036,49.43870015,24.04506981,4.666529622,294.7450493,16.90426802,4.94562024,44.94642625,20.55022278,0.091030887,1.10764239,0.038591173,5.306506212,17.99443236,104.001321,4.424280112
Mauritania,46.74239515,154.2639128,25.4189124,4.160096083,33.23516824,2.329195726,451.4850992,30.33230589,61.23044925,47.93647676,23.69399981,3.974878081,10.49988927,0.915506341,69.01176093,165.9168651,399.0918074,2.384242247,,Mauritania,36.6467457,127.1655223,20.71629793,2.455760903,22.86436627,1.628116774,308.7089773,23.80289291,47.80400681,38.53782067,18.46144961,3.097071493,7.837784233,0.738080509,49.02035377,60.47922319,121.7244832,2.140414979
Mauritius,128.3090777,202.4737055,73.07092621,6.920735375,33.80589836,8.221849717,397.6180772,120.3283544,63.53165126,114.3534099,68.50475805,16.40304454,37.42572485,19.82641006,5.58625625,195.9097359,55.23122185,7.244311005,,Mauritius,100.3678794,163.5689086,52.89415882,0.280293549,21.52479393,5.462111719,198.8208268,85.54945245,44.61330088,87.31163724,41.22856615,9.871927527,9.273595022,1.810389467,0.359294767,64.27803498,39.43325429,6.472049381
Mexico,353.0936784,234.2634256,48.90954867,1.047489728,33.00270466,12.23648841,459.7783098,27.1725874,64.35085725,169.58683,33.58876866,12.07686064,61.51944347,1.003040808,93.40678047,180.3358731,283.3422549,6.174266539,,Mexico,286.1539332,197.432287,35.27327293,0.830717744,25.00955873,7.873122486,343.8186439,16.5743151,46.70863241,142.2666608,25.42760567,9.142509905,49.07431858,0.765227296,61.0440062,79.06766906,223.0419767,6.144138997
Mongolia,42.0047481,186.2947225,374.494803,0.41399293,6.570710726,10.022554,685.0218071,216.9199737,203.9028035,170.8050754,3.745236259,0.133758438,18.83770898,25.51170311,552.2929252,517.7463223,947.2688153,8.898470694,,Mongolia,28.20264643,136.1186873,40.51089305,0.019649858,0.356260563,0.594740971,83.87745847,27.52885117,94.2551663,103.5499136,0.668785897,0.023885211,7.538844049,2.954984907,36.10229073,35.80018516,245.1406534,8.893158046
Montenegro,579.8357099,590.5337163,131.2552479,4.981547585,32.42417267,22.58608136,350.4630906,245.5444486,96.4088308,209.5186761,54.17578965,13.73674382,56.5742561,17.31602432,40.49803083,464.0828,1379.744791,8.556241788,,Montenegro,202.7667192,189.4315118,25.09375876,0.235044083,4.665574821,3.602667367,40.91223015,213.3225835,27.37708317,107.8692587,17.69590093,4.486949969,14.58815746,1.421935332,2.772382881,167.6778684,573.0034904,8.485139823
Morocco,348.9692919,374.3085171,406.021993,7.49547727,95.47577756,47.69646497,863.9476965,2053.170691,37.73753248,129.6835082,120.6144453,3.875954397,47.62633641,18.67179876,141.2791579,146.9760258,156.9007821,7.023970821,,Morocco,213.5496763,242.5435376,34.53206903,0.364393742,5.337013579,2.721166397,103.0403163,86.43171416,1.475253207,72.39557953,22.34880966,0.718180703,12.46646975,1.152640644,9.600166626,55.21377534,39.53712743,2.298062341
Mozambique,125.6477682,111.5073682,29.30175783,180.3045096,56.34661818,11.82095002,915.0836041,367.7053176,13.92284643,23.6836325,50.4064493,2.437688941,10.13624449,0.210405185,223.2865311,59.8636821,25.2740334,10.26845386,,Mozambique,95.81496385,89.4997195,18.21318807,7.780783847,12.02951592,6.290878028,115.1999029,201.8018876,5.504843639,10.53768521,21.60500277,1.044832101,2.602335727,0.022606773,15.11260593,15.38824209,10.80577613,8.128306751
Myanmar,117.2567709,273.1770353,77.88022618,329.3257903,174.1477124,133.3406725,701.7403467,14.37903036,135.4947729,174.7829148,226.0676489,0.397132453,52.41701519,12.32030513,117.8685986,171.6294267,95.58671187,5.783117918,,Myanmar,85.21390351,211.8824968,5.979328362,14.41744108,9.043451867,7.503259135,84.71482369,0.523073888,10.49111916,98.71261551,54.81343309,0.096290616,13.08763616,0.573909997,6.956047022,26.05909715,23.63987888,5.766926207
Namibia,114.0753785,523.9793191,140.0223987,9.119409828,103.1651399,7.180833059,849.5558711,172.3870405,138.7766152,96.11203215,69.57714458,11.13758435,6.073800173,7.417502565,168.9409697,179.4950039,280.253184,10.70245705,,Namibia,53.34594122,264.2253025,12.09230882,0.455517193,5.825551412,0.404625539,111.516073,7.139814708,5.499879895,54.12875034,12.90520543,2.065805012,1.606726874,0.464237033,11.83368612,57.41679647,71.97112208,3.520566096
Netherlands,296.531594,201.3571298,216.7721146,11.15945517,10.31029188,11.9567106,159.9800985,136.6423171,66.68009642,126.0609008,53.1594733,14.72013339,56.36869198,19.63488547,11.92174109,182.0495227,933.8424436,5.157620554,,Netherlands,240.2870064,170.6069389,179.2013405,7.336166175,7.036830714,8.986880811,117.8626421,101.279583,49.99176574,107.4583324,41.80349483,11.57560415,41.46148378,15.90667419,7.934240279,50.78871976,677.2958964,5.106625489
Niger,84.96017479,304.1651512,28.38114894,61.48829069,279.3053608,105.1529818,1235.063599,26.57558109,10.41555126,17.66467843,9.47139933,0,1.365484221,8.320755738,208.6827564,20.19236711,179.3800321,10.71685555,,Niger,60.50133156,293.917624,2.789169992,2.919031123,42.58898994,19.26801412,146.2200823,1.831011451,5.547066395,15.69938197,3.219992891,0,0.352149569,0.641917125,14.19890484,6.05153286,65.28949618,3.617979517
Nigeria,71.82970351,303.5605805,15.27306912,2081.157311,94.86882662,50.32454543,550.6681549,309.5456288,9.586905237,21.9246975,48.59409587,1.743538162,15.99833967,0.749765064,100.7911965,52.13727465,4.683947807,7.555900704,,Nigeria,53.05217192,239.032135,10.02083886,96.67044227,9.752031958,24.97576059,188.3602157,176.6763298,4.72421264,12.63362778,12.03551779,0.431829921,4.091465236,0.049800585,6.77865913,11.36477491,2.371386745,5.434841911
Norway,248.8026545,223.2812198,166.7758552,7.350474055,72.66616939,12.60366533,175.0650047,256.185522,79.55746298,185.3641571,133.3308862,37.12927337,66.9610723,86.81731298,962.962258,183.6036597,569.7121619,7.435323351,,Norway,184.46414,174.3022563,122.5044093,0.290669453,11.38438342,8.28550291,64.97385422,177.9856127,30.29967726,127.3617601,89.93595509,25.04488463,16.5385271,7.022921115,60.79370607,62.8564838,389.5135911,7.31484501
Pakistan,131.2834311,83.93209857,157.476417,0.208449522,16.71126845,11.14934842,387.0278572,146.6559356,60.260713,53.17875791,5.907037344,0.255242354,11.47228233,23.48470087,110.5437204,127.445771,363.6199255,6.862659522,,Pakistan,98.69954958,66.62594045,11.06466539,0.129646496,10.76937558,0.405798689,235.0155928,10.96747326,0.882579564,39.6829029,3.333873472,0.144056261,7.458606705,8.624289418,49.24193378,25.28683248,259.1018956,6.510655718
Paraguay,248.9999491,155.7409857,53.61309653,90.09328577,121.0331368,19.53127037,1833.366238,606.3100872,78.82659713,139.8747777,25.96773349,0.649193337,100.4058042,0,475.6378672,129.5429724,242.466474,4.984278813,,Paraguay,176.1466537,117.4604214,4.644436817,4.487162257,6.933101186,1.14505689,215.5268441,26.06920939,4.31493734,86.84894107,4.895753865,0.122393847,26.60353112,0,32.65699727,38.11493722,62.24407604,4.924502476
Peru,376.3928598,236.1074999,521.0667582,20.41731285,31.96594505,13.08278627,394.5389887,117.8636515,109.2967622,136.7907184,147.965385,14.50641029,32.67206014,2.179800494,12.51016966,112.0700452,171.9042504,5.858821954,,Peru,299.4362678,190.7721826,119.4376861,15.03645968,23.61201241,0.724927739,288.4721012,4.859725857,5.797688195,111.972565,27.1052566,2.657378098,24.82042411,0.151062192,6.675228484,29.59773927,132.4283044,5.781123593
Philippines,215.6770883,192.651352,9.371177119,102.8998709,4.195516811,8.315346463,382.150696,33.05316819,97.39529343,52.95888678,70.88177911,8.001303803,14.36471457,0.210245905,17.75591191,106.8828007,2.882112819,4.546767206,,Philippines,177.7692514,163.8568621,5.331714797,76.71371393,3.113825553,5.106486266,292.2627044,19.69512031,65.95869276,42.22791008,56.99574038,6.433814726,11.00532261,0.129384076,9.557310438,26.74488734,2.255291238,4.406732437
Portugal,392.6296575,332.1275069,186.4032073,1.71596446,11.59092627,15.41554051,319.7826139,67.10170365,63.37651397,252.5615048,137.360032,37.89772196,33.4067837,14.17320931,7.311148848,198.9724485,447.3402941,9.047915578,,Portugal,337.5852394,279.1626275,156.1530488,1.324185747,8.569149726,10.6806383,245.0028447,52.5684378,50.67170225,204.472241,109.1901337,30.12562873,25.21364427,11.30171835,5.248569018,47.60771,347.7585861,9.036657217
Romania,344.369429,650.7234627,318.7407911,11.51151718,8.717104758,12.87658888,583.6608993,11.16594249,107.8042398,142.2966742,26.5652441,2.79257283,44.8207752,4.692656556,19.14596683,159.9312317,820.2122975,9.707842993,,Romania,238.1189874,498.9250068,224.4132642,6.2664699,4.891792127,5.760072736,349.4028472,5.202427438,67.73075897,98.44196076,15.60942233,1.640882671,30.19737036,3.221262119,9.90995243,27.0840584,509.4987332,9.69113654
Russia,195.2093114,316.7431286,328.0173126,0,12.01438101,8.414102583,233.8503783,336.303969,69.10431826,205.0200402,67.58005252,6.73579932,92.13878737,51.01668539,433.3266352,292.6291727,505.3573413,7.505722765,,Russia,151.4134468,257.0524454,206.3176005,0,4.141322509,4.096028525,86.61932337,198.503594,35.31172282,131.0694536,36.87670176,3.675552968,22.99650889,3.542973838,27.30494195,86.94336403,285.170178,7.482590299
Rwanda,353.3225249,169.7958821,376.6573842,430.9119053,122.0410362,4.232270207,372.6034567,89.66906145,27.25408101,21.3996753,15.81124492,0,1.277383075,0.645315983,60.90435148,58.2573752,45.72372401,9.079719615,,Rwanda,289.8021765,141.9787271,259.6217377,317.7861292,91.02673252,2.733941548,284.5527541,3.688468093,1.88242173,16.84563762,12.13020806,0,0.988455478,0.230788064,32.34774753,13.00720068,35.95527161,6.872415592
Saint Lucia,309.5786542,145.4818326,111.0784803,170.9757158,77.18621793,23.36668676,606.9794893,277.7698768,276.7962824,344.7082061,191.309699,36.22273403,21.21018215,14.13530797,53.20387285,171.2750361,165.8242733,6.906198012,,Saint Lucia,145.6850125,74.77724513,9.111675282,8.165335974,4.122744814,1.295757681,67.50450149,17.71105014,10.41328242,191.0556922,33.98080542,6.43395334,5.406122755,0.838450476,3.510622705,62.25626248,41.13213524,6.367778474
Saudi Arabia,370.6391212,336.5177478,151.3668547,49.00477928,74.27780428,23.76157326,911.359778,109.6628721,175.2970526,74.76146417,71.14415125,4.842986327,43.71801103,43.21536044,471.6333913,155.4804824,237.4026983,8.008331872,,Saudi Arabia,118.7886903,95.5403918,13.29135811,2.022535863,3.560736911,1.516130799,132.3840716,3.508226779,14.90993231,36.49084834,12.19079426,0.829862313,10.90834617,2.497553202,29.57735418,39.99310889,54.51848427,7.560865991
Senegal,56.33090744,387.1383696,23.90600224,27.56755293,16.8060802,31.4914655,520.8212627,17.22461102,122.5196874,44.53715077,49.39480711,2.547765679,6.784274083,0.557249021,46.25778392,64.68481303,36.41894589,6.293259278,,Senegal,45.54161791,330.6309491,13.72737114,18.02608139,12.50861423,16.78490965,358.7640739,10.24883903,1.91493079,34.74034157,36.70394148,1.893175576,5.021504504,0.304625523,24.40160351,21.89112327,28.17524282,4.942679403
Serbia,437.627062,256.8766428,173.4854307,0,15.80660349,22.68198204,523.8254701,138.9494345,94.85811432,184.5039522,26.12135455,1.053634469,45.40039278,1.96903215,346.3359212,153.8599002,687.4112674,5.640473191,,Serbia,186.0718392,205.532591,45.8717605,0,3.953796576,4.057001487,123.6815976,137.937659,27.39938686,81.06593234,10.24584705,0.413277864,15.38291135,0.621370723,23.60185662,22.44528657,288.6410422,5.617440492
Slovakia,164.3070285,200.5761328,168.5096628,9.387682353,5.619083663,14.44556261,197.0043132,143.7760495,143.6269317,80.7446904,36.90620857,0.501862669,47.41403062,25.14185876,123.6871843,249.2353427,620.6717284,7.277711439,,Slovakia,122.2060997,157.4450691,114.8821278,2.366745408,2.27894553,7.465301919,101.5646985,87.96937295,81.47623068,49.17529092,18.30552164,0.248924457,25.48354935,13.95604126,53.52260643,167.9589795,332.0472875,7.12588548
Slovenia,419.3309538,291.9031555,357.5740158,2.700019846,16.28953525,22.42829907,906.4108398,320.9453598,129.3091232,180.0754888,38.83287651,13.82485626,52.54753257,129.8265793,224.3122606,236.9980963,592.6295524,7.35980472,,Slovenia,294.3936487,219.7684755,35.24196228,0.13919725,3.131017049,5.219203946,103.8440108,19.53932375,48.700107,80.3059181,15.1279958,5.385703722,13.46225823,8.676377216,14.99702061,41.05256409,242.9657092,7.303455674
South Africa,67.72717856,111.0014692,108.8210757,5.731815093,4.76962012,3.226182423,180.1779193,390.7821387,54.42752645,149.7519205,21.29656078,1.43976749,16.83199584,1.937019448,6.874848568,293.5827405,136.2393742,8.326550817,,South Africa,60.6488272,102.3062457,75.56701575,2.206596738,3.419647867,2.764914978,136.0568823,218.0472952,37.48491877,136.5475512,17.83028908,1.205427994,15.36765796,1.165301485,3.808768744,27.69971877,117.2045674,7.384091068
South Korea,153.77557,595.3815725,35.55018433,13.48556575,19.305497,23.79892887,293.5127239,8.047254333,9.993503311,237.8846655,109.6661108,59.01235911,37.86343788,7.835216878,0.89084975,197.648363,31.52396201,10.81566144,,South Korea,134.1128526,533.9851307,30.72658057,10.39817447,15.82118841,18.31546359,244.0343634,6.665180068,7.88174674,211.1944437,94.1768116,50.67742246,32.70675515,5.290225937,0.649576798,74.83977567,26.40343444,10.8031423
Spain,328.1465316,368.9469936,207.4439173,9.52054681,38.33709782,50.56532563,683.859831,68.90086018,182.8692756,291.4622769,116.1001004,59.2482363,78.77624793,21.25092367,32.80775526,166.5406647,644.5916039,6.697007227,,Spain,250.2340352,296.1297801,128.9415844,0.410845613,8.184638993,26.90987573,86.091135,37.81376818,72.30323008,129.6818689,49.76234244,25.39473276,20.2246744,2.283284086,2.220513142,42.81006407,275.5916499,6.681009411
Sri Lanka,249.770805,173.2809061,46.55171172,465.9004187,38.75864483,44.91373809,559.3665152,16.87937678,5.47050102,32.03434052,123.2059307,5.901568357,16.96238747,1.441970654,31.6881825,163.7357812,54.68266289,7.418647718,,Sri Lanka,187.7231063,139.7097132,15.3101613,18.28849678,25.91986232,1.721587816,210.3051633,7.474266612,1.690099104,22.17170465,50.48319976,2.418147021,7.52841154,0.059256855,10.94638794,30.58887067,36.89833081,6.107546829
Sweden,180.8647525,255.9298856,160.7436584,1.309080041,6.587436641,11.76509162,256.9379909,160.6382125,73.83432672,151.4668633,76.81808773,26.80366223,46.48666017,52.27613741,147.5922085,146.1439567,566.7184203,8.417040816,,Sweden,142.9197195,213.4660135,130.4300524,0.91896362,4.63388933,8.576451486,97.10856561,112.510825,55.30355665,125.0436637,56.85642189,19.83856112,33.51578949,38.86971308,95.60095303,123.3966309,415.159025,8.391641104
Switzerland,270.6255777,301.3974889,159.0190973,4.573146923,8.106151139,59.11841763,253.1833627,121.5994336,79.66609342,193.7342462,45.39817591,15.03702427,35.48590912,17.85675483,61.06513639,278.9407937,1032.913897,6.855287878,,Switzerland,192.7519718,222.0503457,103.4428097,0.202978202,4.063648058,3.868385433,135.054254,77.11646632,48.94422536,106.7007615,26.24303605,8.692357394,21.66403833,11.31035431,32.27195419,39.0144535,601.0784419,6.790452626
Syria,414.5151892,418.6104213,260.2740045,0.996989752,119.4861857,108.297452,692.1748073,51.52285457,83.4515817,69.88628048,10.70310148,0,31.6164442,8.536734832,547.2135475,201.2239186,489.5555865,9.596317989,,Syria,225.9751182,252.1302121,22.10450836,0.043045408,5.976435423,6.500483483,120.3477949,1.594735724,3.158367382,33.73941451,1.899002635,0,8.049599334,0.512666856,35.71560252,56.09232471,116.1481522,8.087062567
Tanzania,235.4798296,174.8151485,123.1662023,915.6922843,81.43703932,34.98575078,1431.603195,27.21206565,11.5220639,28.76632538,21.61253822,0.256148601,6.057991151,6.380631711,163.4564136,36.74199693,96.41821645,5.92398295,,Tanzania,169.424743,134.0563146,11.42188801,38.35856783,47.90883903,18.63514709,157.4867385,19.11659244,6.819695151,21.68812366,15.87035809,0.188093133,1.46904858,0.508815544,9.955251633,26.17341206,65.9618353,4.979910295
Thailand,472.5265863,183.6425441,32.58976481,2.37311673,28.95738841,18.59835273,700.4710838,17.83458874,82.13797254,111.1047302,144.6468363,48.06282383,66.64583391,3.306641234,263.4185205,211.6193715,71.20389793,10.54944515,,Thailand,261.8447901,108.3545,2.60366521,0.109109275,4.815477386,1.080449514,85.21067633,0.664666265,3.589680545,43.48853707,26.69408534,8.869831889,16.86138227,0.161400243,16.33425297,100.1450577,25.67816929,10.49649386
The Gambia,16.27246796,59.99631925,20.45549037,0.408381443,2.978735948,66.50496608,682.443917,27.90722848,14.42274817,35.92172258,69.22426615,2.514901146,5.22078153,1.559658788,165.5883671,419.6257483,86.45180063,6.241945755,,The Gambia,13.09734148,49.09573259,1.644665413,0.019727016,1.869413675,42.61711337,84.4010804,18.24236176,9.068640383,26.47921693,49.7948634,1.809035559,1.339766375,0.07891844,10.60328319,13.69173571,56.34717176,5.238291694
Togo,25.99128083,66.59644255,1.427270754,273.4588967,34.80069356,18.3049977,663.8468869,43.68724175,6.241510162,44.67855745,39.22976229,0.031972096,6.134215252,0.163566466,11.10637132,70.01262611,5.149714159,6.141551484,,Togo,21.30825606,54.75569434,0.950282134,176.3018456,24.97529012,12.83778905,471.9626565,28.30222432,3.113802445,33.8983905,28.83501574,0.02350042,4.786284782,0.114290068,7.819328008,18.11831171,3.696267668,4.572318656
Trinidad and Tobago,167.9019817,146.3333754,292.1544907,16.05858517,30.36064061,19.31301607,332.7391258,118.5778007,242.5662013,198.8915888,70.61644376,8.303909191,18.48111986,4.87027001,30.99931769,246.1624549,155.9931941,5.301190915,,Trinidad and Tobago,122.6831132,109.0188336,24.15882632,9.001767569,19.9887234,3.880130389,202.7251832,40.56489042,15.80444027,110.045411,48.09349133,5.655396441,4.75257732,1.998333364,2.020276981,119.1545953,38.72063203,5.083141757
Tunisia,335.0275009,1014.277019,306.7021051,0.43073669,119.1176926,87.3288052,1115.534108,472.8186182,139.6510832,62.25654003,81.71554624,5.250257502,27.089542,18.7793222,34.76954938,213.3458655,531.876203,13.4352497,,Tunisia,155.9184096,534.1400041,25.67174553,0.018450488,5.928003111,4.789882701,166.72265,14.9684442,7.874210922,29.54749186,14.38136095,0.924008364,11.56162163,1.23540601,2.206792747,34.30873556,124.0101346,4.59034097
Turkey,411.7666662,716.7595024,247.1447697,0,54.59350732,56.89817274,1023.726416,14.91375598,13.25696719,153.0030291,23.83022888,2.937214257,38.51670256,11.46686966,40.16054255,144.1091392,743.7774155,6.916043901,,Turkey,302.947965,557.8354814,66.99224346,0,23.3103536,21.12652208,278.0141905,4.782096973,5.239602324,70.88758879,5.800010486,0.714885013,14.54650089,5.511805699,13.02815212,46.7051767,307.8507764,6.625314941
Uganda,10.42073401,106.0299596,43.28833975,585.008117,52.09979274,29.2787341,474.069356,106.6114468,30.02471347,26.10433599,37.72653091,0,2.746926147,3.207117932,18.32047042,48.78246574,130.2649865,6.54057137,,Uganda,8.026682394,82.64759369,3.466782776,406.9516552,35.38971649,14.78934037,324.8553392,3.385987375,1.476146101,19.89098004,26.68577673,0,2.02313068,0.175286731,10.05030383,24.28043147,93.4439383,4.818688151
Ukraine,215.4981289,532.9352312,1011.310498,0,19.75011776,32.90317264,396.2345436,345.6011142,198.5572684,118.2618869,71.57791862,7.104175443,96.14980547,11.50846913,826.6842672,277.3542634,559.3296153,7.323887992,,Ukraine,154.3792998,409.9319863,116.9138981,0,1.050664882,1.919906315,201.3096704,24.11228805,18.94231283,36.03723535,12.72903192,1.263368337,24.18190897,0.795504482,52.71942554,71.35477273,336.8929959,7.270591379
United Kingdom,239.1819955,239.0929138,246.2570511,7.973890758,11.17692469,13.1414811,339.3299597,111.6726591,121.7101778,146.5554744,51.43148158,14.18069657,62.657182,22.37438244,517.4176675,167.1938981,673.7754754,6.58032402,,United Kingdom,187.0965804,193.151831,178.2591278,0.322946916,7.116539192,8.73042447,169.67504,79.39554137,85.46752171,111.8987044,30.95326954,8.534440572,15.52561329,2.043049961,33.27907853,54.85636116,481.0532661,6.543591638
United States,308.2075921,331.1036664,152.083926,12.82009428,11.51622106,26.86014117,265.6246484,46.5831421,153.8580074,214.9621497,36.23261595,29.44637681,92.46072448,7.046458482,32.37622445,189.8151563,686.6354146,8.226636687,,United States,264.5583985,296.4331638,134.6424594,10.43840565,9.50730869,22.46975451,217.8101465,40.04907049,133.2144814,196.1946052,31.28010258,25.42145145,22.21046232,6.136823304,24.96826765,164.8877019,578.2061803,8.215041144
Uruguay,258.7357099,185.6678561,295.1129553,266.0941598,40.44066341,14.76812967,1046.715908,187.5699275,157.4831547,141.2886214,54.76451991,8.235266152,65.25973742,22.13190921,404.0098483,215.4893223,1101.869381,6.455365654,,Uruguay,189.7291578,144.9887292,22.50254063,11.10358584,1.967041965,0.939142667,123.8567475,7.382859982,11.02807474,77.98723346,9.253546944,1.391510819,15.7652397,1.167516619,23.58719673,89.36814359,258.9195852,6.377425062
Venezuela,280.3248938,190.5001575,146.0046798,340.3216517,64.73607229,0.918844351,620.3644811,74.24202006,155.9097794,93.1645278,57.49951394,10.38657099,29.69896179,1.449977524,102.8528048,146.438613,523.3748938,5.843215761,,Venezuela,132.0570009,97.01959685,11.55601118,15.08042168,3.28700989,0.046495991,89.4974328,2.641816939,8.184411877,50.72315805,10.01115007,1.808389564,7.398608577,0.081808248,6.324756439,43.19064204,127.1129024,5.843215761
Vietnam,272.0723592,517.774962,43.8461303,20.77669611,34.16517509,128.6623115,469.7887737,36.47318924,119.5796448,221.9151724,108.9981356,41.2012148,17.04315117,1.876023261,76.32945068,40.07111512,27.3873927,3.29104384,,Vietnam,200.2867868,406.7186531,3.405538525,8.632087658,14.87519583,8.362612122,216.2787043,1.393494799,4.755696249,97.62636964,50.93022082,19.25158587,4.326417964,0.089658987,4.569897408,21.57534138,15.89675138,3.282618574
Zambia,22.69759931,74.70381843,21.44659239,31.72082347,15.35646907,31.05641849,570.062959,1483.828289,221.0598465,28.73464802,43.7943127,0.031214763,10.26612297,0.424665965,106.9050136,49.41946469,22.71950885,15.84044308,,Zambia,17.45769313,60.06165272,1.445156327,22.88673937,10.29714998,13.66493662,417.0898762,48.49522573,6.858640292,21.94239436,33.58652302,0.023939076,7.721304555,0.144987193,41.3691549,19.63776497,16.82208074,5.102941644
Zimbabwe,51.68828231,44.45693145,4.303753659,6.617916525,8.412113114,10.28889303,378.4781317,9.762000878,74.61524845,86.3382026,9.540036032,0,4.157900888,0.800192362,35.55845966,128.951088,76.01076879,5.868381453,,Zimbabwe,45.07909148,39.87248085,3.719801628,5.102807843,6.893872064,7.918249044,314.676886,8.085427773,58.84808089,76.65121511,8.192596323,0,3.591629655,0.540278394,25.92799783,48.82747498,63.6641216,5.43294067
